,Price,Product,id,Text,Star,Text_Clean,Standardized_Text,Padded_Text,Sentiment_Prediction_Raw,Sentiment_Prediction
3666,1399,boAt Rockerz 255,1,"Product is good ...but after 2 months left earphone some time not works properly.it has lose connection.
",2,product is good but after months left earphone some time not works properly it has lose connection,product good month left earphon time not work properli lose connect,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   5   2 131  33   1 922]",0,bad
13022,2000,JBL T110BT,10,"very Low bass and no sound effects over loudness
",1,very low bass and no sound effects over loudness,low bass sound effect loud,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 49  6  3]",0,bad
2729,1399,boAt Rockerz 255,1,"Sound quality is not that of 2900 rupees (MRP). I bought it for 1100, still it could have been better. Worth for 1100.
",3,sound quality is not that of rupees mrp i bought it for still it could have been better worth for,sound qualiti not rupe mrp bought still could better worth,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   3   1 281  57 156 158  26  53]",2,neutral
8425,6499,Sennheiser CX 6.0BT,8,"Nice product at this price. Can not compare to the expensive ear pods ,but then this one tops the list in this range.
",5,nice product at this price can not compare to the expensive ear pods but then this one tops the list in this range,nice product price not compar expens ear pod one top list rang,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0  44   5  14   1  12  10 883]",1,good
8667,6499,Sennheiser CX 6.0BT,8,"Crisp, clear sound was what I expected and sennheiser didn't disappoint for that matter...not the ideal choice for bass lovers though. Mic is of mediocre quality and the cord is pretty thin, so you have to careful when it gets entangled.
",4,crisp clear sound was what i expected and sennheiser didnt disappoint for that matter not the ideal choice for bass lovers though mic is of mediocre quality and the cord is pretty thin so you have to careful when it gets entangled,crisp clear sound expect sennheis didnt disappoint matter not ideal choic bass lover though mic mediocr qualiti cord pretti thin care get entangl,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0 548  96   3 800  90 281 601   1 829   6 164  34 618 139]",2,neutral
7908,6499,Sennheiser CX 6.0BT,8,"The brand and the heavy pricing misguided me. Very mediocre sound quality. Frequency range not impressive. Other models may be good but not this one. At least the 1 piece i had bought. Returned it instantly..
",2,the brand and the heavy pricing misguided me very mediocre sound quality frequency range not impressive other models may be good but not this one at least the piece i had bought returned it instantly,brand heavi price misguid mediocr sound qualiti frequenc rang not impress model may good not one least piec bought return instantli,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0 100   3   1 480 199   2   1  10 449  57]",0,bad
11210,6499,Sennheiser CX 6.0BT,8,"Built quality  must improve
",4,built quality must improve,built qualiti must improv,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 204 319]",1,good
1279,1399,boAt Rockerz 255,1,"The volume is not high enough for headphones at this price point. Decent Bass. The earbuds are not very comfortable. Ears start hurting beyond the second hour. Makes sense to go for a pair wired headphones at the same price.
",3,the volume is not high enough for headphones at this price point decent bass the earbuds are not very comfortable ears start hurting beyond the second hour makes sense to go for a pair wired headphones at the same price,volum not high enough headphon price point decent bass earbud not comfort ear start hurt beyond second hour make sens go pair wire headphon price,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   1  77 217  14 215 108   6   1 121 973 216  59  46 193  14]",2,neutral
11339,6499,Sennheiser CX 6.0BT,8,"Superbbbb
",4,superbbbb,superbbbb,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1,good
3602,1399,boAt Rockerz 255,1,"Sound quality is decent not so good. I have faced mic problems . Overall product is ok ok
",4,sound quality is decent not so good i have faced mic problems overall product is ok ok,sound qualiti decent not good face mic problem overal product ok ok,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   3 108   1   2  34   5  56  56]",2,neutral
1911,1399,boAt Rockerz 255,1,"Such an idiots, Boat! After giving 8640 chip in Rockerz 250, have given this one, 8635 chip... WTF??
",2,such an idiots boat after giving chip in rockerz have given this one chip wtf,idiot boat give chip rockerz given one chip wtf,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  55 424 282  10]",1,good
2809,1399,boAt Rockerz 255,1,"Battery drops from 40 to 0 % within seconds and songs changed automatically during jogging.
",1,battery drops from to within seconds and songs changed automatically during jogging,batteri drop within second song chang automat jog,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 84]",0,bad
112,1399,boAt Rockerz 255,1,"These are of really good built quality(premium quality) except rubber holders and provides smooth sound quality and bass(condition is to use proper ear bud) , happy with the purchase as I used some other brand such as JBL,  skullcandy, house of Marley. It is standing with those brands .The bluetooth gets connected very easily, and u also get a 1 year insurance card for your product which gives an enhancement for trusthappy with the productPros:Good built qualityGood sound & bassEasy connectivityPerfectly fitsGood for our doorCons:I found it some what uneasy while in use (might be because of gripper I never used )*Note examples I gave for JBL and .... are for sound quality that I really consider at this point of price
",5,these are of really good built quality premium quality except rubber holders and provides smooth sound quality and bass condition is to use proper ear bud happy with the purchase as i used some other brand such as jbl skullcandy house of marley it is standing with those brands the bluetooth gets connected very easily and u also get a year insurance card for your product which gives an enhancement for trusthappy with the productpros good built qualitygood sound basseasy connectivityperfectly fitsgood for our doorcons i found it some what uneasy while in use might be because of gripper i never used note examples i gave for jbl and are for sound quality that i really consider at this point of price,realli good built qualiti premium qualiti except rubber holder provid smooth sound qualiti bass condit use proper ear bud happi purchas use brand jbl skullcandi hous marley stand brand bluetooth get connect easili u also get year insur card product give enhanc trusthappi productpro good built qualitygood sound basseasi connectivityperfectli fitsgood doorcon found uneasi use might gripper never use note exampl gave jbl sound qualiti realli consid point price,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2
 204 496 407 381 544   3   6   9 358  12 103 480 100  47  38  74  20  18
  76 520   5   2 204   3 234 800   9 323 205 467 471  47   3 281 215  14]",2,neutral
6123,1999,JBL T205BT,7,"Premium quality sound , can compare wid high end earphones ....Decent built qualityEventually in love with it
",5,premium quality sound can compare wid high end earphones decent built qualityeventually in love with it,premium qualiti sound compar wid high end earphon decent built qualityeventu love,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0 496   3  77 259 108 204 111]",1,good
5315,749,PTron Intunes,4,"Like
",5,like,like,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 19]",1,good
8477,6499,Sennheiser CX 6.0BT,8,"This product is great and I am purchasing it for the second time. Sound quality is really good, but the only downside of this product is the quality of the cable. It  looks very flimsy and my last one broke after 1 year.
",4,this product is great and i am purchasing it for the second time sound quality is really good but the only downside of this product is the quality of the cable it looks very flimsy and my last one broke after year,product great purchas second time sound qualiti realli good downsid product qualiti cabl look flimsi last one broke year,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   5  21 216  33   3   2   5  64  10 615  76]",1,good
